School,Group,Description,URL,Code,Group_Code,summary
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6365 Mexican History (3 semester credit hours) The study of specific themes and/or periods in the history of Mexico. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T,https://catalog.utdallas.edu/2025/graduate/courses/hist6365,HIST 6365,HIST,"{""course_code"": ""HIST 6365"", ""course_title"": ""Mexican History"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6368 Genocide and Human Rights in Latin America (3 semester credit hours) Examination of genocides and human rights struggles in Latin America. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) T,https://catalog.utdallas.edu/2025/graduate/courses/hist6368,HIST 6368,HIST,"{""course_code"": ""HIST 6368"", ""course_title"": ""Genocide and Human Rights in Latin America"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6370 Middle Eastern History (3 semester credit hours) The study of specific themes and/or periods in the history of the Middle East. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T,https://catalog.utdallas.edu/2025/graduate/courses/hist6370,HIST 6370,HIST,"{""course_code"": ""HIST 6370"", ""course_title"": ""Middle Eastern History"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6371 Thought, Culture, and Society in the Middle East (3 semester credit hours) Themes in the intellectual, cultural, and philosophical history of the Middle East. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist6371,HIST 6371,HIST,"{""course_code"": ""HIST 6371"", ""course_title"": ""Thought, Culture, and Society in the Middle East"", ""credit_hours"": ""3 semester credit hours""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6380 History of Early Modern Thought (3 semester credit hours) Introduction to and examination of the authors and texts influential in shaping Western culture through the eighteenth century. The course will treat philosophy as well as social, political, and religious thought during particular periods. May be repeated for credit as topics vary (6 semester credit hours). (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist6380,HIST 6380,HIST,"{""course_code"": ""HIST 6380"", ""course_title"": ""History of Early Modern Thought"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6381 History of Modern Thought (3 semester credit hours) Introduction to and examination of the authors and texts influential in shaping modern Western culture since 1800. The course will treat philosophy as well as social, political, and religious thought during particular periods. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist6381,HIST 6381,HIST,"{""course_code"": ""HIST 6381"", ""course_title"": ""History of Modern Thought"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6382 ( PHIL 6355 ) Magic, Science, and Religion (3 semester credit hours) A study of the relationships between magic, science, and religion during the period of the Scientific Revolution, and how these relationships interacted with the development of early modern European culture and society. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist6382,HIST 6382,HIST,"{""course_code"": ""HIST 6382"", ""course_title"": ""Magic, Science, and Religion"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6383 ( PHIL 6356 ) Space, Time, and Culture (3 semester credit hours) The study of the relationship between changing philosophic and scientific concepts of space and time and forms of cultural expression such as art, literature, and music. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist6383,HIST 6383,HIST,"{""course_code"": ""HIST 6383"", ""course_title"": ""Space, Time, and Culture"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6384 Movements in Thought and Culture (3 semester credit hours) The study of movements in thought and culture through a variety of perspectives, but emphasizing their intellectual bases: e.g., the Enlightenment, Romanticism, etc. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist6384,HIST 6384,HIST,"{""course_code"": ""HIST 6384"", ""course_title"": ""Movements in Thought and Culture"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6385 Modern Jewish Thought (3 semester credit hours) Study of modern and contemporary Jewish thought, with an emphasis on the relationship between Judaism and philosophy. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/hist6385,HIST 6385,HIST,"{""course_code"": ""HIST 6385"", ""course_title"": ""Modern Jewish Thought"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6386 (PHIL6351) History and Philosophy of Science and Technology (3 semester credit hours) The study of one or more topics in history and philosophy of science, technology, or medicine. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist6386,HIST 6386,HIST,"{""course_code"": ""HIST 6386"", ""course_title"": ""History and Philosophy of Science and Technology"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6387 ( PHIL 6362 ) Philosophy of History (3 semester credit hours) This course examines philosophical thought about history in Europe and America from the nineteenth century to the present. Issues examined may include: The speculative philosophy of history; the epistemology of history; the ethics of historical research; historical interpretation and causal explanation; the question of historical objectivity; the linguistic turn and narrative representation; revisionism; history and theory; post-colonialism. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist6387,HIST 6387,HIST,"{""course_code"": ""HIST 6387"", ""course_title"": ""Philosophy of History"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6388 Perceptions of the Past (3 semester credit hours) Approaches to perceiving, reconstructing, appreciating, and analyzing the past. Formal historiographical methods, the fictionalization of the past, or the understanding of memory and nostalgia may be emphasized. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist6388,HIST 6388,HIST,"{""course_code"": ""HIST 6388"", ""course_title"": ""Perceptions of the Past"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6389 Ideas in Historical Contexts (3 semester credit hours) The study of an idea or ideas in specific cultural, historical, or disciplinary circumstances. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/hist6389,HIST 6389,HIST,"{""course_code"": ""HIST 6389"", ""course_title"": ""Ideas in Historical Contexts"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6390 Topics in History (3 semester credit hours) The study of specific themes and/or periods in history. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist6390,HIST 6390,HIST,"{""course_code"": ""HIST 6390"", ""course_title"": ""Topics in History"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6391 Topics in the History of Ideas (3 semester credit hours) Topics in intellectual and/or cultural history. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist6391,HIST 6391,HIST,"{""course_code"": ""HIST 6391"", ""course_title"": ""Topics in the History of Ideas"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6392 Topics in the History of the Holocaust, Genocide, and Human Rights (3 semester credit hours) Examination of specific topics within the history of the Holocaust, genocides, and struggles for human rights. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/hist6392,HIST 6392,HIST,"{""course_code"": ""HIST 6392"", ""course_title"": ""Topics in the History of the Holocaust, Genocide, and Human Rights"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6394 Independent Study in History of Ideas (3 semester credit hours) Independent study that may count toward minimum course requirements of the MA in History of Ideas. Pass/Fail only. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist6394,HIST 6394,HIST,"{""course_code"": ""HIST 6394"", ""course_title"": ""Independent Study in History of Ideas"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 6395 Special Topics in History (3 semester credit hours) If taken as an independent study, course may count toward minimum course requirements for the MA degree. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/hist6395,HIST 6395,HIST,"{""course_code"": ""HIST 6395"", ""course_title"": ""Special Topics in History"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6396 Historical Inquiry (3 semester credit hours) A leveling course for graduate students with little background in the field as an advanced introduction to historical study and the history of ideas. Department consent required. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist6396,HIST 6396,HIST,"{""course_code"": ""HIST 6396"", ""course_title"": ""Historical Inquiry"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6397 Independent Study in History (3 semester credit hours) Independent study that may count toward minimum course requirements of the MA in History. Pass/Fail only. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist6397,HIST 6397,HIST,"{""course_code"": ""HIST 6397"", ""course_title"": ""Independent Study in History"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6398 Independent Research in History (3 semester credit hours) Pass/Fail only. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist6398,HIST 6398,HIST,"{""course_code"": ""HIST 6398"", ""course_title"": ""Independent Research in History"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 6399 Master's Thesis (3 semester credit hours) Pass/Fail only. May be repeated for credit (12 semester credit hours maximum). Only 6 semester credit hours will be counted toward MA. Instructor consent required. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist6399,HIST 6399,HIST,"{""course_code"": ""HIST 6399"", ""course_title"": ""Master's Thesis"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 7301 Research Methods (3 semester credit hours) Practical training in historical research using primary sources. May include archival research training. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist7301,HIST 7301,HIST,"{""course_code"": ""HIST 7301"", ""course_title"": ""Research Methods"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 7305 Advanced Topics in Thought, Culture, and Society (3 semester credit hours) Advanced topics in intellectual and cultural history. The course may focus on different themes, periods, and geographical areas. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist7305,HIST 7305,HIST,"{""course_code"": ""HIST 7305"", ""course_title"": ""Advanced Topics in Thought, Culture, and Society"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 7306 Advanced Topics in Women, Gender, and Sexuality (3 semester credit hours) A historical examination of the varied experiences of women, of ideas and cultural expressions of gender and sexuality. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/hist7306,HIST 7306,HIST,"{""course_code"": ""HIST 7306"", ""course_title"": ""Advanced Topics in Women, Gender, and Sexuality"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 7320 Advanced Topics in U.S. Thought, Culture, and Society (3 semester credit hours) Advanced topics in the intellectual and cultural history of the United States. The course will focus on key thinkers, ideas, schools of thought, or cultural beliefs chosen from different periods and understood within their intellectual and social contexts. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist7320,HIST 7320,HIST,"{""course_code"": ""HIST 7320"", ""course_title"": ""Advanced Topics in U.S. Thought, Culture, and Society"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 7321 American Intellectual History (3 semester credit hours) The study of American thought from the seventeenth century to the present, with a focus on philosophy, political thought, and social thought. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist7321,HIST 7321,HIST,"{""course_code"": ""HIST 7321"", ""course_title"": ""American Intellectual History"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,"HIST 7340 Advanced Topics in European Thought, Culture, and Society (3 semester credit hours) Advanced topics in the intellectual and cultural life of European societies. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hist7340,HIST 7340,HIST,"{""course_code"": ""HIST 7340"", ""course_title"": ""Advanced Topics in European Thought, Culture, and Society"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 7387 ( PHIL 7387 ) Advanced Topics in the History and Philosophy of Science and Technology (3 semester credit hours) Topics will vary but may include consideration of the philosophical or historical basis for the evolution of scientific thought; the problem of conceptual change in the study of the fundamental character of technology and its impact on culture. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist7387,HIST 7387,HIST,"{""course_code"": ""HIST 7387"", ""course_title"": ""Advanced Topics in the History and Philosophy of Science and Technology"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 8305 Field Exam Preperation in History (3 semester credit hours) Supervised preparation for field exams. Pass/Fail only. May be repeated for credit (18 semester credit hours maximum). Instructor consent required. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist8305,HIST 8305,HIST,"{""course_code"": ""HIST 8305"", ""course_title"": ""Field Exam Preperation in History"", ""credit_hours"": ""3""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 8V01 Dissertation Proposal (3-9 semester credit hours) Independent study course for the preparation of the dissertation proposal. Pass/Fail only. May be repeated for credit (18 semester credit hours maximum). Instructor consent required. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist8v01,HIST 8V01,HIST,"{""course_code"": ""HIST 8V01"", ""course_title"": ""Dissertation Proposal"", ""credit_hours"": ""3-9 semester credit hours""}"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",History,HIST 8V99 Dissertation in History (1-9 semester credit hours) Pass/Fail only. May be repeated for credit. Instructor consent required. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/hist8v99,HIST 8V99,HIST,"{""course_code"": ""HIST 8V99"", ""course_title"": ""Dissertation in History"", ""credit_hours"": ""1-9""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6009 Healthcare Internship (0 semester credit hours) Student gains experience and improves skills through appropriate developmental work assignments in a real business environment. Student must identify and submit specific business learning objectives at the beginning of the semester. The student must demonstrate exposure to the managerial perspective via involvement or observation. At semester end, student prepares an oral or poster presentation, or a written paper reflecting on the work experience. Student performance is evaluated by the work supervisor. Pass/Fail only. Prerequisites: ( MAS 6102 or MBA major) and department consent required. (0-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6009,HMGT 6009,HMGT,"{""course_code"": ""HMGT 6009"", ""course_title"": ""Healthcare Internship"", ""credit_hours"": ""0""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6310 Healthcare Informatics Leadership for Physicians (3 semester credit hours) This course will prepare physician leaders to lead the ever-changing element of informatics, data, information, and technology in the United States healthcare system. The course will go further to evaluate the policies, healthcare potential, and disruptions that emerging technologies will introduce to healthcare. Additionally, the topics of healthcare data, artificial intelligence, wearables, and patient expectations will be discussed as they influence physician practice and leadership expectations. This course is only available to physicians enrolled in the Executive Education APL Program. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6310,HMGT 6310,HMGT,"{""course_code"": ""HMGT 6310"", ""course_title"": ""Healthcare Informatics Leadership for Physicians"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6311 Healthcare Financial and Operations Accounting (3 semester credit hours) This course helps students critically evaluate financial decisions that reduce risk and create economic value. Using hospital and physician group practice data, participants learn how to analyze and interpret healthcare financial statements, evaluate investment decisions that create economic value, financially evaluate a proposed healthcare acquisition, partnership or joint venture, ascertain the worth of a medical practice or healthcare organization, and review internal controls. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6311,HMGT 6311,HMGT,"{""course_code"": ""HMGT 6311"", ""course_title"": ""Healthcare Financial and Operations Accounting"", ""credit_hours"": ""3 semester credit hours""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6320 The American Healthcare System (3 semester credit hours) Examines the structure, financing and operation of the US healthcare industry. It analyzes how priorities are established, how services are organized and delivered, factors that influence the cost, quality and availability of healthcare, and opposing positions on the future of healthcare reform. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6320,HMGT 6320,HMGT,"{""course_code"": ""HMGT 6320"", ""course_title"": ""The American Healthcare System"", ""credit_hours"": ""3 semester credit hours""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6321 Strategic Leadership of Healthcare Organizations (3 semester credit hours) Explores how healthcare organizations can create sustainable competitive advantage in a volatile, reimbursement driven industry. Topics include external and internal environmental analysis, strategy formulation, organizational design and control, and the impact of mergers and alliances on industry performance. Healthcare case studies are used to illustrate key concepts. Prerequisite: HMGT 6320 or program director consent required. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6321,HMGT 6321,HMGT,"{""course_code"": ""HMGT 6321"", ""course_title"": ""Strategic Leadership of Healthcare Organizations"", ""credit_hours"": ""3 semester credit hours""}"
Naveen Jindal School of Management,Healthcare Administration,HMGT 6322 Healthcare Cost Management and Control (3 semester credit hours) Examines how healthcare organizations allocate and report costs and use that information for managerial decision-making. Additional topics include how activity based costing can be used to more accurately determine the true cost of medical services and the use of the balanced scorecard to manage the conflicting imperatives of controlling costs and improving care. (3-0) T,https://catalog.utdallas.edu/2025/graduate/courses/hmgt6322,HMGT 6322,HMGT,"{""course_code"": ""HMGT 6322"", ""course_title"": ""Healthcare Cost Management and Control"", ""credit_hours"": ""3 semester credit hours""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6323 ( MIS 6317 ) Healthcare Informatics (3 semester credit hours) Examines the unique challenges of clinical and patient care delivery in the healthcare industry, including the role of data management, emerging data standards and information technology in improving the quality and cost associated with healthcare. The focus of the course will be on healthcare IT including issues related to governance, data integration, and selection and management of healthcare IT. Credit cannot be received for both courses, HMGT 6323 and MIS 6317 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6323,HMGT 6323,HMGT,"{""course_code"": ""HMGT 6323"", ""course_title"": ""Healthcare Informatics"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6324 ( MECO 6352 and OB 6332 and SYSM 6313 ) Healthcare Negotiation and Dispute Resolution (3 semester credit hours) This course explores the theories, processes, and practical techniques of negotiation so that students can successfully negotiate and resolve disputes in a variety of situations including interpersonal, group, and international settings. Emphasis is placed on understanding influence and conflict resolution strategies; identifying interests, issues, and positions of the parties involved; analyzing co-negotiators, their negotiation styles, and the negotiation situations; and managing the dynamics associated with most negotiations. Practical skills are developed through the use of simulations and exercises. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6324,HMGT 6324,HMGT,"{""course_code"": ""HMGT 6324"", ""course_title"": ""Healthcare Negotiation and Dispute Resolution"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6325 ( OPRE 6325 ) Healthcare Operations Management (3 semester credit hours) This course explores the Healthcare Supply Chain, in terms of its strategic management, operations, challenges, and overall costs. Topics include importance of delivery of care, Healthcare supply chain management processes, sourcing relationships, inventory, delivery, and cost management. Relevant case studies will be used throughout the course providing additional insights. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6325,HMGT 6325,HMGT,"{""course_code"": ""HMGT 6325"", ""course_title"": ""Healthcare Operations Management"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6327 ( MIS 6381 ) Electronic Health Records Applications (3 semester credit hours) An interactive, experiential course in which students will utilize hands-on, practice-oriented opportunities to learn the core components of clinical information systems used by major healthcare systems in the United States. The course will include a lab-based component in which students will follow guided exercises and assignments using a leading EMR software as well as case analyses. Prerequisite or Corequisite: HMGT 6323 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6327,HMGT 6327,HMGT,"{""course_code"": ""HMGT 6327"", ""course_title"": ""Electronic Health Records Applications"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6329 Seminar in Healthcare Management (3 semester credit hours) This course features guest lecturers from the healthcare community giving students insight into many diverse career fields. Speakers will offer advice about career preparation, job interviewing, and important skills needed for success. Interaction with the speakers offers a valuable networking experience and an opportunity for mentoring advice. Employment opportunities discussed have included hospital administration, home health agencies, medical group practice, dental practices, governmental agencies, and consulting firms. Prerequisite: HMGT 6320 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6329,HMGT 6329,HMGT,"{""course_code"": ""HMGT 6329"", ""course_title"": ""Seminar in Healthcare Management"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6330 Healthcare Law, Policy and Regulation (3 semester credit hours) This course examines how healthcare laws and regulations are enacted, and their impact on providers, payers, and patients. Topics include: Stark prohibitions on provider self-referral, federal regulation of fraud and abuse, the Emergency Treatment and Active Labor Act (EMTALA), and the Health Insurance Portability and Accountability Act (HIPAA). It also examines the process by which Congressional legislation is transformed into day-to-day industry regulation. Prerequisite: HMGT 6320 or program director consent required. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6330,HMGT 6330,HMGT,"{""course_code"": ""HMGT 6330"", ""course_title"": ""Healthcare Law, Policy and Regulation"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6331 Healthcare Economics (3 semester credit hours) This course applies the tools of economic analysis to the challenges and opportunities faced by managers and policy makers in the health sector. Topics covered include: measuring the benefits of healthcare, the role of insurance in spreading risk and altering incentives, the production of healthcare, price and non-price competition among providers, international comparisons of healthcare systems, and proposed policies that are intended to expand access and contain cost. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6331,HMGT 6331,HMGT,"{""course_code"": ""HMGT 6331"", ""course_title"": ""Healthcare Economics"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6332 ( OPRE 6354 ) Quality Improvement in Healthcare: Six Sigma and Beyond (3 semester credit hours) The course will explore applications of quality improvement measures to the healthcare environment. Applications including the Demming method, QI, and CQI will be studied. Application of other industrial quality improvement methodology including Six Sigma and Toyota Lean will be covered. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6332,HMGT 6332,HMGT,"{""course_code"": ""HMGT 6332"", ""course_title"": ""Quality Improvement in Healthcare: Six Sigma and Beyond"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6333 Ethics in Healthcare Management (3 semester credit hours) This course explores ethical issues specific to the healthcare industry including: fraud and abuse, rationing, uninsured treatment, the role of government, and end of life decisions. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6333,HMGT 6333,HMGT,"{""course_code"": ""HMGT 6333"", ""course_title"": ""Ethics in Healthcare Management"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6334 ( MIS 6305 ) Healthcare Analytics (3 semester credit hours) The healthcare industry is yet to find ways to make the best use of existing data to improve care, reduce costs, and provide more accessible care. This course introduces the use of business intelligence and decision sciences in the healthcare industry. Students will develop a conceptual understanding of data mining techniques and decision analysis and hands-on experience with several analytics software which may include coding in R, Rattle, and WEKA (as needed and depending on availability). Prerequisite or Corequisite: OPRE 6301 or SYSM 6303 or BUAN 6359 or OPRE 6359 . (3-0) F",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6334,HMGT 6334,HMGT,"{""course_code"": ""HMGT 6334"", ""course_title"": ""Healthcare Analytics"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6335 ( OPRE 6332 ) Spreadsheet Modeling and Analytics (3 semester credit hours) This course explains the concepts of effective spreadsheet design and model building utilizing the electronic spreadsheet as the principal device. The course helps students to take an analytic view and acquire knowledge about specific decision making techniques for business, such as optimization and simulation, building spreadsheet models to identify choices, formalize trade-offs, specify constraints, perform sensitivity analyses, and analyze the impact of uncertainty. The course also examines the applications in finance, economics, marketing, and operations. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6335,HMGT 6335,HMGT,"{""course_code"": ""HMGT 6335"", ""course_title"": ""Spreadsheet Modeling and Analytics"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6336 ( ACCT 6336 and MIS 6337 ) Information Technology Audit and Risk Management (3 semester credit hours) Management's role in designing and controlling information technology used to process data is studied. Topics include the role of internal and external auditors in systems development, information security, business continuity, information technology, internet, change management, and operations. Focus is placed on the assurance of controls over information technology risks and covers topics directly related to the Certified Information Systems Auditor (CISA) exam. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6336,HMGT 6336,HMGT,"{""course_code"": ""HMGT 6336"", ""course_title"": ""Information Technology Audit and Risk Management"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6337 Applied AI in a Healthcare Setting (3 semester credit hours) Considers Artificial Intelligence (AI) in a larger enterprise strategy, emphasis on AI as a tool to improve costs, access, patient impact, and unmet needs by extracting actionable intelligence and data from healthcare systems. Prerequisite: HMGT 6320 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6337,HMGT 6337,HMGT,"{""course_code"": ""HMGT 6337"", ""course_title"": ""Applied AI in a Healthcare Setting"", ""credit_hours"": ""3 semester credit hours""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6340 Principles of Hospital Administration (3 semester credit hours) This course explores the organization and management of modern US hospitals, hospital systems, and integrated healthcare systems. Case studies of leading healthcare organizations will be employed and students will address managerial challenges of future healthcare reform. Prerequisite: HMGT 6320 . (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6340,HMGT 6340,HMGT,"{""course_code"": ""HMGT 6340"", ""course_title"": ""Principles of Hospital Administration"", ""credit_hours"": ""3 semester credit hours""}"
Naveen Jindal School of Management,Healthcare Administration,HMGT 6355 Capstone in Healthcare Organization Leadership (3 semester credit hours) Executive Education Course. The capstone course is the culmination of the program. Students are required through research to integrate the major theories and principles of the entire curriculum. Students further develop their knowledge and application of healthcare leadership and qualitative and quantitative management concepts and methodologies through application of field experiences. The projects for this course will be specific to the sponsoring organization. Department consent required. (3-0) S,https://catalog.utdallas.edu/2025/graduate/courses/hmgt6355,HMGT 6355,HMGT,"{""course_code"": ""HMGT 6355"", ""course_title"": ""Capstone in Healthcare Organization Leadership"", ""credit_hours"": ""3""}"
